OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysActivity_Census_Tract_Estimate,PhysActivity_Estimate_Confidence_Interval,PhysActivity_Map_Symbol_withinHSR,PhysActivity_County_Regional_Estimate,PhysActivity_Map_Symbol_State,PhysActivity_State_Estimate
25,8107000100,"Census Tract 1, Routt County, Colorado",Routt,1532,11,9.3,95% C.I.: 8.2 - 10.6,Lowest Quintile,County/Regional Estimate 11.3% (95% C.I.: 5.8 - 16.8),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
26,8051963900,"Census Tract 9639, Gunnison County, Colorado",Gunnison,776,10,18.3,95% C.I.: 16 - 21.3,Middle Quintile,County/Regional Estimate 16.1% (95% C.I.: 8.3 - 23.9),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
27,8051963700,"Census Tract 9637, Gunnison County, Colorado",Gunnison,5729,10,22.7,95% C.I.: 20.7 - 25.2,Highest Quintile,County/Regional Estimate 16.1% (95% C.I.: 8.3 - 23.9),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
28,8051963600,"Census Tract 9636, Gunnison County, Colorado",Gunnison,3065,10,14.8,95% C.I.: 13.3 - 16.9,Lowest Quintile,County/Regional Estimate 16.1% (95% C.I.: 8.3 - 23.9),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
29,8051963800,"Census Tract 9638, Gunnison County, Colorado",Gunnison,3774,10,16.7,95% C.I.: 15 - 18.7,Second Quintile,County/Regional Estimate 16.1% (95% C.I.: 8.3 - 23.9),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
30,8021974900,"Census Tract 9749, Conejos County, Colorado",Conejos,3029,8,30.2,95% C.I.: 26.6 - 35.1,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 20.4 - 40.8),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
31,8021974800,"Census Tract 9748, Conejos County, Colorado",Conejos,2876,8,40.2,95% C.I.: 36 - 45.5,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 20.4 - 40.8),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
32,8037000703,"Census Tract 7.03, Eagle County, Colorado",Eagle,2394,12,11.2,95% C.I.: 10.2 - 12.8,Second Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
33,8037000301,"Census Tract 3.01, Eagle County, Colorado",Eagle,4847,12,14.2,95% C.I.: 13 - 16.1,Middle Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
34,8037000702,"Census Tract 7.02, Eagle County, Colorado",Eagle,1428,12,10.2,95% C.I.: 9.1 - 11.9,Second Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
35,8037000402,"Census Tract 4.02, Eagle County, Colorado",Eagle,3591,12,15.6,95% C.I.: 14.4 - 17.9,Middle Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
36,8037000501,"Census Tract 5.01, Eagle County, Colorado",Eagle,590,12,9.5,95% C.I.: 8.4 - 10.7,Second Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
37,8037000502,"Census Tract 5.02, Eagle County, Colorado",Eagle,3371,12,13.7,95% C.I.: 12.5 - 15.8,Middle Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
38,8037000302,"Census Tract 3.02, Eagle County, Colorado",Eagle,1834,12,12.6,95% C.I.: 11.5 - 14.2,Middle Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
39,8037000403,"Census Tract 4.03, Eagle County, Colorado",Eagle,5966,12,11.6,95% C.I.: 10.6 - 12.8,Second Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
40,8037000701,"Census Tract 7.01, Eagle County, Colorado",Eagle,1326,12,10.7,95% C.I.: 9.6 - 11.8,Second Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
41,8037000401,"Census Tract 4.01, Eagle County, Colorado",Eagle,3403,12,14.1,95% C.I.: 13 - 15.7,Middle Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
42,8037000503,"Census Tract 5.03, Eagle County, Colorado",Eagle,4804,12,16,95% C.I.: 14.8 - 18.1,Fourth Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
43,8037000100,"Census Tract 1, Eagle County, Colorado",Eagle,1204,12,17.1,95% C.I.: 15.8 - 19,Fourth Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
44,8037000600,"Census Tract 6, Eagle County, Colorado",Eagle,1354,12,18.6,95% C.I.: 17.1 - 20.4,Highest Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
45,8037000200,"Census Tract 2, Eagle County, Colorado",Eagle,5529,12,15.7,95% C.I.: 14.5 - 17.1,Fourth Quintile,County/Regional Estimate 18.1% (95% C.I.: 12.7 - 23.4),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
46,8045951901,"Census Tract 9519.01, Garfield County, Colorado",Garfield,3467,12,16.8,95% C.I.: 15.7 - 18,Fourth Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
47,8045951701,"Census Tract 9517.01, Garfield County, Colorado",Garfield,3103,12,19,95% C.I.: 17.8 - 20.3,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
48,8045951902,"Census Tract 9519.02, Garfield County, Colorado",Garfield,5234,12,17.1,95% C.I.: 16 - 18.3,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
49,8045951702,"Census Tract 9517.02, Garfield County, Colorado",Garfield,2948,12,17,95% C.I.: 15.9 - 18.1,Fourth Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
50,8045952001,"Census Tract 9520.01, Garfield County, Colorado",Garfield,3716,12,20,95% C.I.: 18.7 - 21.6,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
51,8045952002,"Census Tract 9520.02, Garfield County, Colorado",Garfield,5960,12,16.5,95% C.I.: 15.4 - 17.7,Fourth Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
52,8045951803,"Census Tract 9518.03, Garfield County, Colorado",Garfield,4590,12,22.1,95% C.I.: 20.7 - 23.5,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
53,8045951804,"Census Tract 9518.04, Garfield County, Colorado",Garfield,3152,12,17.7,95% C.I.: 16.6 - 18.9,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
54,8045951802,"Census Tract 9518.02, Garfield County, Colorado",Garfield,2946,12,18.3,95% C.I.: 17.1 - 19.5,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
55,8045952100,"Census Tract 9521, Garfield County, Colorado",Garfield,5069,12,17.9,95% C.I.: 16.8 - 19.3,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 14.8 - 23.5),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
56,8067970704,"Census Tract 9707.04, La Plata County, Colorado",La Plata,3333,9,15.1,95% C.I.: 14 - 16.3,Middle Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
57,8067970703,"Census Tract 9707.03, La Plata County, Colorado",La Plata,4471,9,13.5,95% C.I.: 12.5 - 14.6,Second Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
58,8067970701,"Census Tract 9707.01, La Plata County, Colorado",La Plata,3965,9,15.4,95% C.I.: 14.2 - 16.7,Middle Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
59,8067940300,"Census Tract 9403, La Plata County, Colorado",La Plata,4760,9,15.6,95% C.I.: 14.2 - 17.3,Fourth Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
60,8097000500,"Census Tract 5, Pitkin County, Colorado",Pitkin,1867,12,7.4,95% C.I.: 6.1 - 9.4,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 2.3 - 19.3),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
61,8097000401,"Census Tract 4.01, Pitkin County, Colorado",Pitkin,4147,12,8,95% C.I.: 6.6 - 9.8,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 2.3 - 19.3),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
62,8097000402,"Census Tract 4.02, Pitkin County, Colorado",Pitkin,2527,12,9.3,95% C.I.: 7.5 - 12.1,Second Quintile,County/Regional Estimate 10.8% (95% C.I.: 2.3 - 19.3),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
63,8097000100,"Census Tract 1, Pitkin County, Colorado",Pitkin,6326,12,9.2,95% C.I.: 7.8 - 11.2,Lowest Quintile,County/Regional Estimate 10.8% (95% C.I.: 2.3 - 19.3),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
64,8117000402,"Census Tract 4.02, Summit County, Colorado",Summit,5673,12,7.7,95% C.I.: 6.9 - 8.7,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 4.7 - 17.1),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
65,8117000401,"Census Tract 4.01, Summit County, Colorado",Summit,3393,12,8.1,95% C.I.: 7.2 - 9.1,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 4.7 - 17.1),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
66,8117000100,"Census Tract 1, Summit County, Colorado",Summit,6816,12,6.3,95% C.I.: 5.6 - 7.7,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 4.7 - 17.1),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
67,8117000200,"Census Tract 2, Summit County, Colorado",Summit,5528,12,8.5,95% C.I.: 7.4 - 9.9,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 4.7 - 17.1),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
68,8117000300,"Census Tract 3, Summit County, Colorado",Summit,3511,12,6.1,95% C.I.: 5.3 - 7.1,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 4.7 - 17.1),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
69,8067971100,"Census Tract 9711, La Plata County, Colorado",La Plata,3784,9,12.1,95% C.I.: 10.9 - 13.6,Second Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
70,8067971000,"Census Tract 9710, La Plata County, Colorado",La Plata,2322,9,11.9,95% C.I.: 11 - 13,Lowest Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
71,8067970900,"Census Tract 9709, La Plata County, Colorado",La Plata,3409,9,13.2,95% C.I.: 12.1 - 14.5,Second Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
72,8067970800,"Census Tract 9708, La Plata County, Colorado",La Plata,6155,9,12,95% C.I.: 10.9 - 13.2,Lowest Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
73,8067940400,"Census Tract 9404, La Plata County, Colorado",La Plata,4511,9,15.1,95% C.I.: 13.9 - 16.5,Middle Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
74,8067970600,"Census Tract 9706, La Plata County, Colorado",La Plata,7255,9,15.3,95% C.I.: 14.2 - 16.4,Middle Quintile,County/Regional Estimate 13.3% (95% C.I.: 10 - 16.5),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
75,8065961900,"Census Tract 9619, Lake County, Colorado",Lake,1659,13,16.9,95% C.I.: 14.5 - 20.6,Second Quintile,County/Regional Estimate 18.1% (95% C.I.: 7.2 - 29),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
76,8065961700,"Census Tract 9617, Lake County, Colorado",Lake,4485,13,21.7,95% C.I.: 18.4 - 25.2,Highest Quintile,County/Regional Estimate 18.1% (95% C.I.: 7.2 - 29),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
77,8029965100,"Census Tract 9651, Delta County, Colorado",Delta,3447,10,20.3,95% C.I.: 18.7 - 22.1,Fourth Quintile,County/Regional Estimate 21.4% (95% C.I.: 16.3 - 26.4),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
78,8029965200,"Census Tract 9652, Delta County, Colorado",Delta,3296,10,19.4,95% C.I.: 18 - 20.9,Fourth Quintile,County/Regional Estimate 21.4% (95% C.I.: 16.3 - 26.4),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
79,8029964600,"Census Tract 9646, Delta County, Colorado",Delta,2892,10,18.2,95% C.I.: 16.9 - 19.7,Middle Quintile,County/Regional Estimate 21.4% (95% C.I.: 16.3 - 26.4),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
80,8029965000,"Census Tract 9650, Delta County, Colorado",Delta,3690,10,18.3,95% C.I.: 17.1 - 19.8,Fourth Quintile,County/Regional Estimate 21.4% (95% C.I.: 16.3 - 26.4),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
81,8029964900,"Census Tract 9649, Delta County, Colorado",Delta,4176,10,22.3,95% C.I.: 20.7 - 24,Highest Quintile,County/Regional Estimate 21.4% (95% C.I.: 16.3 - 26.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
82,8029964800,"Census Tract 9648, Delta County, Colorado",Delta,3359,10,19.1,95% C.I.: 17.5 - 21.2,Fourth Quintile,County/Regional Estimate 21.4% (95% C.I.: 16.3 - 26.4),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
83,8029964700,"Census Tract 9647, Delta County, Colorado",Delta,3201,10,19.6,95% C.I.: 18.1 - 21.2,Fourth Quintile,County/Regional Estimate 21.4% (95% C.I.: 16.3 - 26.4),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
84,8003960300,"Census Tract 9603, Alamosa County, Colorado",Alamosa,3872,8,30.6,95% C.I.: 27.7 - 33.7,Highest Quintile,County/Regional Estimate 20.6% (95% C.I.: 13.9 - 27.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
85,8003960200,"Census Tract 9602, Alamosa County, Colorado",Alamosa,5184,8,22.9,95% C.I.: 20.5 - 25.7,Middle Quintile,County/Regional Estimate 20.6% (95% C.I.: 13.9 - 27.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
86,8113968102,"Census Tract 9681.02, San Miguel County, Colorado",San Miguel,1598,10,20.5,95% C.I.: 15.5 - 26.8,Highest Quintile,County/Regional Estimate 26.5% (95% C.I.: 0 - 53.9),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
87,8113968101,"Census Tract 9681.01, San Miguel County, Colorado",San Miguel,1534,10,22.4,95% C.I.: 17.8 - 28,Highest Quintile,County/Regional Estimate 26.5% (95% C.I.: 0 - 53.9),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
88,8113968103,"Census Tract 9681.03, San Miguel County, Colorado",San Miguel,1700,10,23,95% C.I.: 20.5 - 26.1,Highest Quintile,County/Regional Estimate 26.5% (95% C.I.: 0 - 53.9),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
89,8113968200,"Census Tract 9682, San Miguel County, Colorado",San Miguel,1523,10,20.4,95% C.I.: 16.6 - 25.4,Highest Quintile,County/Regional Estimate 26.5% (95% C.I.: 0 - 53.9),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
90,8079973600,"Census Tract 9736, Mineral County, Colorado",Mineral,752,8,2.3,95% C.I.: 1.6 - 12.4,Lowest Quintile,County/Regional Estimate 22.8% (95% C.I.: 18.7 - 26.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
91,8083941100,"Census Tract 9411, Montezuma County, Colorado",Montezuma,968,9,22.3,95% C.I.: 19.3 - 25.9,Highest Quintile,County/Regional Estimate 20.6% (95% C.I.: 15.3 - 25.8),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
92,8083969400,"Census Tract 9694, Montezuma County, Colorado",Montezuma,2982,9,22.3,95% C.I.: 20.3 - 25,Highest Quintile,County/Regional Estimate 20.6% (95% C.I.: 15.3 - 25.8),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
93,8083969100,"Census Tract 9691, Montezuma County, Colorado",Montezuma,2997,9,20.6,95% C.I.: 19 - 22.5,Fourth Quintile,County/Regional Estimate 20.6% (95% C.I.: 15.3 - 25.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
94,8083969200,"Census Tract 9692, Montezuma County, Colorado",Montezuma,2306,9,20.3,95% C.I.: 18.8 - 21.9,Fourth Quintile,County/Regional Estimate 20.6% (95% C.I.: 15.3 - 25.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
95,8083969000,"Census Tract 9690, Montezuma County, Colorado",Montezuma,2518,9,19.2,95% C.I.: 17.7 - 21.3,Fourth Quintile,County/Regional Estimate 20.6% (95% C.I.: 15.3 - 25.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
96,8083969600,"Census Tract 9696, Montezuma County, Colorado",Montezuma,4090,9,20.9,95% C.I.: 19.2 - 23,Highest Quintile,County/Regional Estimate 20.6% (95% C.I.: 15.3 - 25.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
97,8083969300,"Census Tract 9693, Montezuma County, Colorado",Montezuma,4111,9,23.1,95% C.I.: 21.2 - 25.2,Highest Quintile,County/Regional Estimate 20.6% (95% C.I.: 15.3 - 25.8),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
98,8003960000,"Census Tract 9600, Alamosa County, Colorado",Alamosa,1260,8,25.7,95% C.I.: 23.1 - 28.3,Fourth Quintile,County/Regional Estimate 20.6% (95% C.I.: 13.9 - 27.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
99,8003960100,"Census Tract 9601, Alamosa County, Colorado",Alamosa,2053,8,24.2,95% C.I.: 21.6 - 27.1,Middle Quintile,County/Regional Estimate 20.6% (95% C.I.: 13.9 - 27.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
100,8091967600,"Census Tract 9676, Ouray County, Colorado",Ouray,3968,10,12,95% C.I.: 10 - 15.1,Lowest Quintile,County/Regional Estimate 12% (95% C.I.: 1.8 - 22.1),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
101,8033000100,"Census Tract 1, Dolores County, Colorado",Dolores,1375,9,24.5,95% C.I.: 21 - 28.1,Highest Quintile,County/Regional Estimate 19.8% (95% C.I.: 7.9 - 31.8),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
102,8109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,2793,8,20.3,95% C.I.: 17.3 - 24.4,Second Quintile,County/Regional Estimate 17.6% (95% C.I.: 9.5 - 25.7),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
103,8109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,2142,8,14.2,95% C.I.: 11.6 - 19.6,Lowest Quintile,County/Regional Estimate 17.6% (95% C.I.: 9.5 - 25.7),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
104,8105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,3644,8,22.8,95% C.I.: 19.3 - 28.6,Second Quintile,County/Regional Estimate 24.9% (95% C.I.: 15.5 - 34.2),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
105,8105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,3615,8,19.3,95% C.I.: 16.8 - 23.3,Lowest Quintile,County/Regional Estimate 24.9% (95% C.I.: 15.5 - 34.2),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
106,8105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,1460,8,26.1,95% C.I.: 22.1 - 32.2,Fourth Quintile,County/Regional Estimate 24.9% (95% C.I.: 15.5 - 34.2),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
107,8077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,4504,19,15.6,95% C.I.: 14.8 - 16.4,Lowest Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
108,8077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,4425,19,16.7,95% C.I.: 15.9 - 17.5,Second Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
109,8077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,3854,19,18.7,95% C.I.: 17.9 - 19.5,Highest Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
110,8077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,3958,19,16.6,95% C.I.: 15.6 - 17.7,Second Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
111,8077000500,"Census Tract 5, Mesa County, Colorado",Mesa,3136,19,14.9,95% C.I.: 13.9 - 15.9,Lowest Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
112,8077000400,"Census Tract 4, Mesa County, Colorado",Mesa,3026,19,17.2,95% C.I.: 16.2 - 18.2,Fourth Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
113,8077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,3871,19,17.1,95% C.I.: 16.3 - 17.9,Middle Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
114,8077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,3520,19,17,95% C.I.: 16.2 - 17.8,Middle Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
115,8077000300,"Census Tract 3, Mesa County, Colorado",Mesa,1220,19,15.4,95% C.I.: 14.6 - 16.5,Lowest Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
116,8077000200,"Census Tract 2, Mesa County, Colorado",Mesa,1609,19,17.3,95% C.I.: 16.3 - 18.2,Fourth Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
117,8077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,4122,19,17.9,95% C.I.: 17.2 - 18.7,Highest Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
118,8077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,9796,19,17.7,95% C.I.: 16.8 - 18.6,Highest Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
119,8077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,2810,19,17.5,95% C.I.: 16.7 - 18.3,Highest Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
120,8077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,6615,19,17.4,95% C.I.: 16.4 - 18.5,Fourth Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
121,8077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,5416,19,17.4,95% C.I.: 16.5 - 18.3,Fourth Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
122,8077000900,"Census Tract 9, Mesa County, Colorado",Mesa,2199,19,15.3,95% C.I.: 14.4 - 16.4,Lowest Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
123,8077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,6131,19,16.9,95% C.I.: 16.1 - 17.8,Middle Quintile,County/Regional Estimate 16.8% (95% C.I.: 14.5 - 19.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
