OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HeartDisease_Census_Tract_Estimate,HeartDisease_Estimate_Confidence_Interval,HeartDisease_Map_Symbol_withinHSR,HeartDisease_County_Regional_Estimate,HeartDisease_Map_Symbol_State,HeartDisease_State_Estimate
96,8083969600,"Census Tract 9696, Montezuma County, Colorado",Montezuma,4090,9,4.5,95% C.I.: 3.9 - 6.8,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 2 - 6.6),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
97,8083969300,"Census Tract 9693, Montezuma County, Colorado",Montezuma,4111,9,4.1,95% C.I.: 3.6 - 6.3,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 2 - 6.6),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
98,8003960000,"Census Tract 9600, Alamosa County, Colorado",Alamosa,1260,8,1.9,95% C.I.: 1.4 - 5.2,Second Quintile,County/Regional Estimate 1.8% (95% C.I.: 0.4 - 3.2),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
99,8003960100,"Census Tract 9601, Alamosa County, Colorado",Alamosa,2053,8,2.9,95% C.I.: 2.3 - 6.8,Fourth Quintile,County/Regional Estimate 1.8% (95% C.I.: 0.4 - 3.2),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
100,8091967600,"Census Tract 9676, Ouray County, Colorado",Ouray,3968,10,2.7,95% C.I.: 1.8 - 5.1,Second Quintile,County/Regional Estimate 6.2% (95% C.I.: 0 - 12.4),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
101,8033000100,"Census Tract 1, Dolores County, Colorado",Dolores,1375,9,2.3,95% C.I.: 1.8 - 5.4,Middle Quintile,County/Regional Estimate 2.2% (95% C.I.: 0 - 6.6),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
102,8109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,2793,8,6.7,95% C.I.: 5.6 - 10.8,Highest Quintile,County/Regional Estimate 5.3% (95% C.I.: 0.6 - 10.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
103,8109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,2142,8,4.6,95% C.I.: 3.5 - 13.5,Highest Quintile,County/Regional Estimate 5.3% (95% C.I.: 0.6 - 10.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
104,8105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,3644,8,3.1,95% C.I.: 2.3 - 8.4,Fourth Quintile,County/Regional Estimate 4.1% (95% C.I.: 0.2 - 8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
105,8105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,3615,8,2.1,95% C.I.: 1.6 - 5,Middle Quintile,County/Regional Estimate 4.1% (95% C.I.: 0.2 - 8),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
106,8105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,1460,8,7.9,95% C.I.: 6.4 - 13.3,Highest Quintile,County/Regional Estimate 4.1% (95% C.I.: 0.2 - 8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
107,8077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,4504,19,2,95% C.I.: 1.8 - 2.4,Lowest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
108,8077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,4425,19,2.9,95% C.I.: 2.6 - 3.4,Second Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
109,8077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,3854,19,5.1,95% C.I.: 4.8 - 5.7,Highest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
110,8077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,3958,19,2.2,95% C.I.: 2 - 2.9,Lowest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
111,8077000500,"Census Tract 5, Mesa County, Colorado",Mesa,3136,19,1.2,95% C.I.: 1.1 - 1.8,Lowest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
112,8077000400,"Census Tract 4, Mesa County, Colorado",Mesa,3026,19,2.7,95% C.I.: 2.5 - 3.3,Second Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
113,8077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,3871,19,4.1,95% C.I.: 3.7 - 4.5,Highest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
114,8077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,3520,19,3.8,95% C.I.: 3.5 - 4.5,Fourth Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
115,8077000300,"Census Tract 3, Mesa County, Colorado",Mesa,1220,19,4.1,95% C.I.: 3.8 - 4.6,Highest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
116,8077000200,"Census Tract 2, Mesa County, Colorado",Mesa,1609,19,2.2,95% C.I.: 2 - 3,Lowest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
117,8077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,4122,19,4.2,95% C.I.: 3.9 - 4.6,Highest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
118,8077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,9796,19,3.3,95% C.I.: 3 - 3.9,Middle Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
119,8077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,2810,19,3.6,95% C.I.: 3.3 - 4.2,Middle Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
120,8077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,6615,19,2.4,95% C.I.: 2.1 - 3.1,Lowest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
121,8077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,5416,19,3.6,95% C.I.: 3.3 - 4.1,Middle Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
122,8077000900,"Census Tract 9, Mesa County, Colorado",Mesa,2199,19,2.2,95% C.I.: 2 - 3.1,Lowest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
123,8077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,6131,19,2.9,95% C.I.: 2.7 - 3.5,Second Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
124,8077000800,"Census Tract 8, Mesa County, Colorado",Mesa,6369,19,2.5,95% C.I.: 2.3 - 3.2,Second Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
125,8077000700,"Census Tract 7, Mesa County, Colorado",Mesa,3166,19,2.4,95% C.I.: 2.2 - 3.2,Second Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
126,8077001900,"Census Tract 19, Mesa County, Colorado",Mesa,4210,19,4,95% C.I.: 3.7 - 4.4,Fourth Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
127,8077000601,"Census Tract 6.01, Mesa County, Colorado",Mesa,3254,19,3.1,95% C.I.: 2.9 - 3.7,Second Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
128,8077001402,"Census Tract 14.02, Mesa County, Colorado",Mesa,4733,19,4,95% C.I.: 3.7 - 4.4,Fourth Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
129,8077001600,"Census Tract 16, Mesa County, Colorado",Mesa,2891,19,4.3,95% C.I.: 4 - 4.8,Highest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
130,8077001502,"Census Tract 15.02, Mesa County, Colorado",Mesa,5761,19,3.3,95% C.I.: 3 - 3.6,Middle Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
131,8077001703,"Census Tract 17.03, Mesa County, Colorado",Mesa,3357,19,3.6,95% C.I.: 3.3 - 4.1,Fourth Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
132,8077001800,"Census Tract 18, Mesa County, Colorado",Mesa,2349,19,3.7,95% C.I.: 3.4 - 4.1,Fourth Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
133,8077001702,"Census Tract 17.02, Mesa County, Colorado",Mesa,3694,19,3.7,95% C.I.: 3.5 - 4.2,Fourth Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
134,8077001705,"Census Tract 17.05, Mesa County, Colorado",Mesa,4021,19,3.3,95% C.I.: 3 - 3.9,Middle Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
135,8077001200,"Census Tract 12, Mesa County, Colorado",Mesa,1870,19,4.6,95% C.I.: 4.3 - 5.2,Highest Quintile,County/Regional Estimate 3.4% (95% C.I.: 2.5 - 4.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
136,8019014900,"Census Tract 149, Clear Creek County, Colorado",Clear Creek,2165,17,7.6,95% C.I.: 6.2 - 11.3,Middle Quintile,County/Regional Estimate 6.8% (95% C.I.: 1.4 - 12.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
137,8053973100,"Census Tract 9731, Hinsdale County, Colorado",Hinsdale,672,10,0.5,95% C.I.: 0.3 - 11,Lowest Quintile,County/Regional Estimate 3.5% (95% C.I.: 2.5 - 4.5),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
138,8015000401,"Census Tract 4.01, Chaffee County, Colorado",Chaffee,4094,13,3.7,95% C.I.: 3.1 - 5.9,Second Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.2 - 6.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
139,8015000402,"Census Tract 4.02, Chaffee County, Colorado",Chaffee,3235,13,3.6,95% C.I.: 2.7 - 6,Lowest Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.2 - 6.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
140,8015000100,"Census Tract 1, Chaffee County, Colorado",Chaffee,2295,13,3.1,95% C.I.: 2.3 - 6.3,Lowest Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.2 - 6.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
141,8015000200,"Census Tract 2, Chaffee County, Colorado",Chaffee,3612,13,3.6,95% C.I.: 3 - 6.8,Lowest Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.2 - 6.3),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
142,8015000300,"Census Tract 3, Chaffee County, Colorado",Chaffee,2727,13,4.2,95% C.I.: 3.5 - 5.8,Second Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.2 - 6.3),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
143,8111972600,"Census Tract 9726, San Juan County, Colorado",San Juan,475,9,3.1,95% C.I.: 2.3 - 15.4,Fourth Quintile,County/Regional Estimate 2.7% (95% C.I.: 1.8 - 3.5),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
144,8085966502,"Census Tract 9665.02, Montrose County, Colorado",Montrose,2954,10,4.4,95% C.I.: 3.9 - 6.1,Fourth Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
145,8085966601,"Census Tract 9666.01, Montrose County, Colorado",Montrose,3480,10,3.6,95% C.I.: 3.2 - 6.2,Middle Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
146,8085966602,"Census Tract 9666.02, Montrose County, Colorado",Montrose,3764,10,4.8,95% C.I.: 4.3 - 6,Highest Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
147,8085966201,"Census Tract 9662.01, Montrose County, Colorado",Montrose,1926,10,4.5,95% C.I.: 4 - 6.1,Fourth Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
148,8085966503,"Census Tract 9665.03, Montrose County, Colorado",Montrose,2628,10,3.9,95% C.I.: 3.5 - 5.5,Middle Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
149,8085966501,"Census Tract 9665.01, Montrose County, Colorado",Montrose,2410,10,5.2,95% C.I.: 4.6 - 6.5,Highest Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
150,8085966202,"Census Tract 9662.02, Montrose County, Colorado",Montrose,3317,10,3.1,95% C.I.: 2.8 - 5.6,Second Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
151,8085966100,"Census Tract 9661, Montrose County, Colorado",Montrose,1842,10,4.9,95% C.I.: 4.4 - 6,Highest Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
152,8085966400,"Census Tract 9664, Montrose County, Colorado",Montrose,4859,10,4.2,95% C.I.: 3.7 - 6.3,Middle Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
153,8085966300,"Census Tract 9663, Montrose County, Colorado",Montrose,4586,10,2.6,95% C.I.: 2.3 - 4.8,Lowest Quintile,County/Regional Estimate 3.6% (95% C.I.: 2 - 5.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
154,8007940400,"Census Tract 9404, Archuleta County, Colorado",Archuleta,1108,9,3.8,95% C.I.: 2.8 - 8,Fourth Quintile,County/Regional Estimate 1.7% (95% C.I.: 0 - 3.5),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
155,8007974200,"Census Tract 9742, Archuleta County, Colorado",Archuleta,4676,9,2.3,95% C.I.: 1.8 - 5.7,Middle Quintile,County/Regional Estimate 1.7% (95% C.I.: 0 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
156,8007974400,"Census Tract 9744, Archuleta County, Colorado",Archuleta,1918,9,2.1,95% C.I.: 1.6 - 5.5,Second Quintile,County/Regional Estimate 1.7% (95% C.I.: 0 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
157,8007974300,"Census Tract 9743, Archuleta County, Colorado",Archuleta,2697,9,2.6,95% C.I.: 1.9 - 6.2,Middle Quintile,County/Regional Estimate 1.7% (95% C.I.: 0 - 3.5),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
158,8093000500,"Census Tract 5, Park County, Colorado",Park,2260,17,8.2,95% C.I.: 7.1 - 10.3,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 0 - 18.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
159,8093000400,"Census Tract 4, Park County, Colorado",Park,1499,17,7.7,95% C.I.: 6.6 - 9.8,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 0 - 18.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
160,8093000100,"Census Tract 1, Park County, Colorado",Park,5239,17,7.8,95% C.I.: 6.7 - 10,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 0 - 18.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
161,8093000300,"Census Tract 3, Park County, Colorado",Park,2166,17,8.2,95% C.I.: 7.3 - 9.9,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 0 - 18.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
162,8093000200,"Census Tract 2, Park County, Colorado",Park,2925,17,8.5,95% C.I.: 7.6 - 10.4,Highest Quintile,County/Regional Estimate 7.9% (95% C.I.: 0 - 18.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
163,8001009606,"Census Tract 96.06, Adams County, Colorado",Adams,2143,14,2.2,95% C.I.: 2 - 2.4,Second Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
164,8001009320,"Census Tract 93.20, Adams County, Colorado",Adams,1975,14,1.8,95% C.I.: 1.6 - 2,Lowest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
165,8001009409,"Census Tract 94.09, Adams County, Colorado",Adams,4268,14,4.4,95% C.I.: 4.2 - 4.6,Highest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
166,8001009322,"Census Tract 93.22, Adams County, Colorado",Adams,3238,14,2.4,95% C.I.: 2.2 - 2.6,Second Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
167,8001009607,"Census Tract 96.07, Adams County, Colorado",Adams,3825,14,2.9,95% C.I.: 2.7 - 3.2,Fourth Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
168,8001009304,"Census Tract 93.04, Adams County, Colorado",Adams,4412,14,3.1,95% C.I.: 2.9 - 3.4,Fourth Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
169,8001060200,"Census Tract 602, Adams County, Colorado",Adams,3042,14,2.2,95% C.I.: 2.1 - 2.4,Second Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
170,8001009325,"Census Tract 93.25, Adams County, Colorado",Adams,4345,14,3.4,95% C.I.: 3.2 - 3.6,Highest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
171,8069001601,"Census Tract 16.01, Larimer County, Colorado",Larimer,1284,2,2.2,95% C.I.: 2.1 - 2.5,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
172,8069001301,"Census Tract 13.01, Larimer County, Colorado",Larimer,2984,2,2.8,95% C.I.: 2.6 - 3,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
173,8069001114,"Census Tract 11.14, Larimer County, Colorado",Larimer,1888,2,3.4,95% C.I.: 3.2 - 3.7,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
174,8069001113,"Census Tract 11.13, Larimer County, Colorado",Larimer,2700,2,2.7,95% C.I.: 2.4 - 2.9,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
175,8069001107,"Census Tract 11.07, Larimer County, Colorado",Larimer,4337,2,1.9,95% C.I.: 1.8 - 2.2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
176,8069001104,"Census Tract 11.04, Larimer County, Colorado",Larimer,5360,2,1.1,95% C.I.: 1 - 1.3,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
177,8069001112,"Census Tract 11.12, Larimer County, Colorado",Larimer,3427,2,1.9,95% C.I.: 1.8 - 2.1,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
178,8069001010,"Census Tract 10.10, Larimer County, Colorado",Larimer,2121,2,4.7,95% C.I.: 4.4 - 4.9,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
179,8069001007,"Census Tract 10.07, Larimer County, Colorado",Larimer,3092,2,1.8,95% C.I.: 1.6 - 2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
180,8069000300,"Census Tract 3, Larimer County, Colorado",Larimer,2430,2,2,95% C.I.: 1.9 - 2.2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
181,8069002700,"Census Tract 27, Larimer County, Colorado",Larimer,4775,2,2.1,95% C.I.: 2 - 2.2,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
182,8069002600,"Census Tract 26, Larimer County, Colorado",Larimer,5829,2,2.3,95% C.I.: 2.1 - 2.4,Middle Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
183,8001015000,"Census Tract 150, Adams County, Colorado",Adams,2074,14,3.7,95% C.I.: 3.5 - 4,Highest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
184,8001008538,"Census Tract 85.38, Adams County, Colorado",Adams,4482,14,2.4,95% C.I.: 2.3 - 2.6,Middle Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
185,8001009326,"Census Tract 93.26, Adams County, Colorado",Adams,2181,14,4.1,95% C.I.: 3.9 - 4.3,Highest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
186,8001009206,"Census Tract 92.06, Adams County, Colorado",Adams,1589,14,3.2,95% C.I.: 3.1 - 3.5,Highest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
187,8001008546,"Census Tract 85.46, Adams County, Colorado",Adams,2464,14,2.7,95% C.I.: 2.5 - 2.9,Middle Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
188,8001008526,"Census Tract 85.26, Adams County, Colorado",Adams,4887,14,3.3,95% C.I.: 3.1 - 3.5,Highest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
189,8001008901,"Census Tract 89.01, Adams County, Colorado",Adams,1757,14,2,95% C.I.: 1.9 - 2.3,Lowest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
190,8001009608,"Census Tract 96.08, Adams County, Colorado",Adams,2692,14,3.4,95% C.I.: 3.2 - 3.6,Highest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
191,8001009604,"Census Tract 96.04, Adams County, Colorado",Adams,3607,14,3.7,95% C.I.: 3.4 - 4,Highest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
192,8001009202,"Census Tract 92.02, Adams County, Colorado",Adams,3207,14,1.8,95% C.I.: 1.6 - 2,Lowest Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
193,8001008801,"Census Tract 88.01, Adams County, Colorado",Adams,3527,14,2.2,95% C.I.: 2 - 2.5,Second Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
194,8001009401,"Census Tract 94.01, Adams County, Colorado",Adams,4091,14,3.2,95% C.I.: 3 - 3.4,Fourth Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
195,8001009406,"Census Tract 94.06, Adams County, Colorado",Adams,3728,14,3.1,95% C.I.: 2.9 - 3.3,Fourth Quintile,County/Regional Estimate 2.8% (95% C.I.: 2.1 - 3.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
