OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HealthStatus_Census_Tract_Estimate,HealthStatus_Estimate_Confidence_Interval,HealthStatus_Map_Symbol_withinHSR,HealthStatus_County_Regional_Estimate,HealthStatus_Map_Symbol_State,HealthStatus_State_Estimate
91,8083941100,"Census Tract 9411, Montezuma County, Colorado",Montezuma,968,9,19.3,95% C.I.: 17.4 - 22.1,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 12.9 - 22.9),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
92,8083969400,"Census Tract 9694, Montezuma County, Colorado",Montezuma,2982,9,15.9,95% C.I.: 14.4 - 18.3,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 12.9 - 22.9),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
93,8083969100,"Census Tract 9691, Montezuma County, Colorado",Montezuma,2997,9,16.1,95% C.I.: 14.8 - 17.9,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 12.9 - 22.9),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
94,8083969200,"Census Tract 9692, Montezuma County, Colorado",Montezuma,2306,9,16.4,95% C.I.: 15 - 17.9,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 12.9 - 22.9),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
95,8083969000,"Census Tract 9690, Montezuma County, Colorado",Montezuma,2518,9,16,95% C.I.: 14.6 - 17.8,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 12.9 - 22.9),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
96,8083969600,"Census Tract 9696, Montezuma County, Colorado",Montezuma,4090,9,17.1,95% C.I.: 15.7 - 19,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 12.9 - 22.9),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
97,8083969300,"Census Tract 9693, Montezuma County, Colorado",Montezuma,4111,9,18.2,95% C.I.: 16.7 - 20.1,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 12.9 - 22.9),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
98,8003960000,"Census Tract 9600, Alamosa County, Colorado",Alamosa,1260,8,16.4,95% C.I.: 14.6 - 18.9,Second Quintile,County/Regional Estimate 15.3% (95% C.I.: 9.6 - 21),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
99,8003960100,"Census Tract 9601, Alamosa County, Colorado",Alamosa,2053,8,16.9,95% C.I.: 14.9 - 19.6,Second Quintile,County/Regional Estimate 15.3% (95% C.I.: 9.6 - 21),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
100,8091967600,"Census Tract 9676, Ouray County, Colorado",Ouray,3968,10,4.7,95% C.I.: 3.4 - 6.8,Lowest Quintile,County/Regional Estimate 12.2% (95% C.I.: 0 - 24.6),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
101,8033000100,"Census Tract 1, Dolores County, Colorado",Dolores,1375,9,24.6,95% C.I.: 21.2 - 28.3,Highest Quintile,County/Regional Estimate 16.6% (95% C.I.: 6.5 - 26.7),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
102,8109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,2793,8,18.6,95% C.I.: 15.7 - 22.1,Fourth Quintile,County/Regional Estimate 18.9% (95% C.I.: 10.4 - 27.4),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
103,8109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,2142,8,22.1,95% C.I.: 18.1 - 27.5,Fourth Quintile,County/Regional Estimate 18.9% (95% C.I.: 10.4 - 27.4),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
104,8105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,3644,8,13.9,95% C.I.: 11.2 - 18.4,Second Quintile,County/Regional Estimate 14.1% (95% C.I.: 7.7 - 20.5),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
105,8105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,3615,8,11.7,95% C.I.: 9.9 - 14.6,Lowest Quintile,County/Regional Estimate 14.1% (95% C.I.: 7.7 - 20.5),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
106,8105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,1460,8,17.9,95% C.I.: 14.8 - 22.6,Middle Quintile,County/Regional Estimate 14.1% (95% C.I.: 7.7 - 20.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
107,8077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,4504,19,13.1,95% C.I.: 12.6 - 13.7,Lowest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
108,8077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,4425,19,13.8,95% C.I.: 13.2 - 14.5,Second Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
109,8077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,3854,19,17,95% C.I.: 16.3 - 17.8,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
110,8077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,3958,19,14.3,95% C.I.: 13.5 - 15.2,Second Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
111,8077000500,"Census Tract 5, Mesa County, Colorado",Mesa,3136,19,11.1,95% C.I.: 10.5 - 12,Lowest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
112,8077000400,"Census Tract 4, Mesa County, Colorado",Mesa,3026,19,14.4,95% C.I.: 13.7 - 15.2,Second Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
113,8077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,3871,19,15.7,95% C.I.: 15.1 - 16.5,Fourth Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
114,8077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,3520,19,15.2,95% C.I.: 14.5 - 16.2,Middle Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
115,8077000300,"Census Tract 3, Mesa County, Colorado",Mesa,1220,19,13.2,95% C.I.: 12.6 - 14,Lowest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
116,8077000200,"Census Tract 2, Mesa County, Colorado",Mesa,1609,19,13.4,95% C.I.: 12.8 - 14.2,Lowest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
117,8077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,4122,19,16.3,95% C.I.: 15.7 - 17,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
118,8077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,9796,19,15.3,95% C.I.: 14.6 - 16,Fourth Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
119,8077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,2810,19,16.2,95% C.I.: 15.5 - 17,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
120,8077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,6615,19,14.5,95% C.I.: 13.7 - 15.4,Second Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
121,8077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,5416,19,15,95% C.I.: 14.3 - 15.7,Middle Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
122,8077000900,"Census Tract 9, Mesa County, Colorado",Mesa,2199,19,13.6,95% C.I.: 12.9 - 14.9,Lowest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
123,8077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,6131,19,14.5,95% C.I.: 13.9 - 15.2,Middle Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
124,8077000800,"Census Tract 8, Mesa County, Colorado",Mesa,6369,19,13.8,95% C.I.: 13.1 - 14.7,Second Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
125,8077000700,"Census Tract 7, Mesa County, Colorado",Mesa,3166,19,13.6,95% C.I.: 12.9 - 14.9,Second Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
126,8077001900,"Census Tract 19, Mesa County, Colorado",Mesa,4210,19,16,95% C.I.: 15.4 - 16.6,Fourth Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
127,8077000601,"Census Tract 6.01, Mesa County, Colorado",Mesa,3254,19,15.2,95% C.I.: 14.5 - 16,Middle Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
128,8077001402,"Census Tract 14.02, Mesa County, Colorado",Mesa,4733,19,16.2,95% C.I.: 15.6 - 16.9,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
129,8077001600,"Census Tract 16, Mesa County, Colorado",Mesa,2891,19,16.6,95% C.I.: 16 - 17.3,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
130,8077001502,"Census Tract 15.02, Mesa County, Colorado",Mesa,5761,19,15.8,95% C.I.: 15.2 - 16.5,Fourth Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
131,8077001703,"Census Tract 17.03, Mesa County, Colorado",Mesa,3357,19,15.1,95% C.I.: 14.5 - 15.9,Middle Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
132,8077001800,"Census Tract 18, Mesa County, Colorado",Mesa,2349,19,15.3,95% C.I.: 14.7 - 16.1,Fourth Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
133,8077001702,"Census Tract 17.02, Mesa County, Colorado",Mesa,3694,19,16,95% C.I.: 15.3 - 16.8,Fourth Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
134,8077001705,"Census Tract 17.05, Mesa County, Colorado",Mesa,4021,19,13.2,95% C.I.: 12.6 - 13.9,Lowest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
135,8077001200,"Census Tract 12, Mesa County, Colorado",Mesa,1870,19,16.6,95% C.I.: 15.9 - 17.4,Highest Quintile,County/Regional Estimate 15.5% (95% C.I.: 13.4 - 17.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
136,8019014900,"Census Tract 149, Clear Creek County, Colorado",Clear Creek,2165,17,16.1,95% C.I.: 13.8 - 20.3,Highest Quintile,County/Regional Estimate 17.5% (95% C.I.: 8.1 - 27),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
137,8053973100,"Census Tract 9731, Hinsdale County, Colorado",Hinsdale,672,10,20.9,95% C.I.: 16.8 - 27.1,Highest Quintile,County/Regional Estimate 16.4% (95% C.I.: 13.9 - 19),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
138,8015000401,"Census Tract 4.01, Chaffee County, Colorado",Chaffee,4094,13,14.3,95% C.I.: 12.6 - 16.2,Second Quintile,County/Regional Estimate 14.1% (95% C.I.: 9.4 - 18.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
139,8015000402,"Census Tract 4.02, Chaffee County, Colorado",Chaffee,3235,13,13.2,95% C.I.: 11.2 - 15.5,Lowest Quintile,County/Regional Estimate 14.1% (95% C.I.: 9.4 - 18.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
140,8015000100,"Census Tract 1, Chaffee County, Colorado",Chaffee,2295,13,13.2,95% C.I.: 11.1 - 15.6,Lowest Quintile,County/Regional Estimate 14.1% (95% C.I.: 9.4 - 18.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
141,8015000200,"Census Tract 2, Chaffee County, Colorado",Chaffee,3612,13,14.8,95% C.I.: 12.8 - 17.1,Second Quintile,County/Regional Estimate 14.1% (95% C.I.: 9.4 - 18.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
142,8015000300,"Census Tract 3, Chaffee County, Colorado",Chaffee,2727,13,13.8,95% C.I.: 12.3 - 15.4,Second Quintile,County/Regional Estimate 14.1% (95% C.I.: 9.4 - 18.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
143,8111972600,"Census Tract 9726, San Juan County, Colorado",San Juan,475,9,6.1,95% C.I.: 4.9 - 10.9,Lowest Quintile,County/Regional Estimate 12.4% (95% C.I.: 10.2 - 14.6),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
144,8085966502,"Census Tract 9665.02, Montrose County, Colorado",Montrose,2954,10,17,95% C.I.: 15.9 - 18.4,Middle Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
145,8085966601,"Census Tract 9666.01, Montrose County, Colorado",Montrose,3480,10,15.8,95% C.I.: 14.7 - 17.5,Second Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
146,8085966602,"Census Tract 9666.02, Montrose County, Colorado",Montrose,3764,10,18.1,95% C.I.: 17 - 19.3,Fourth Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
147,8085966201,"Census Tract 9662.01, Montrose County, Colorado",Montrose,1926,10,19.5,95% C.I.: 18.3 - 20.7,Highest Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
148,8085966503,"Census Tract 9665.03, Montrose County, Colorado",Montrose,2628,10,18.1,95% C.I.: 16.9 - 19.6,Fourth Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
149,8085966501,"Census Tract 9665.01, Montrose County, Colorado",Montrose,2410,10,18.2,95% C.I.: 17.1 - 19.5,Highest Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
150,8085966202,"Census Tract 9662.02, Montrose County, Colorado",Montrose,3317,10,20.2,95% C.I.: 18.7 - 21.9,Highest Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
151,8085966100,"Census Tract 9661, Montrose County, Colorado",Montrose,1842,10,18.2,95% C.I.: 17.1 - 19.4,Highest Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
152,8085966400,"Census Tract 9664, Montrose County, Colorado",Montrose,4859,10,17.1,95% C.I.: 16 - 18.6,Middle Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
153,8085966300,"Census Tract 9663, Montrose County, Colorado",Montrose,4586,10,15.3,95% C.I.: 14.2 - 16.8,Second Quintile,County/Regional Estimate 18.6% (95% C.I.: 14.5 - 22.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
154,8007940400,"Census Tract 9404, Archuleta County, Colorado",Archuleta,1108,9,10.4,95% C.I.: 8.9 - 13.1,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 4.4 - 14.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
155,8007974200,"Census Tract 9742, Archuleta County, Colorado",Archuleta,4676,9,8.5,95% C.I.: 7.3 - 10.5,Lowest Quintile,County/Regional Estimate 9.2% (95% C.I.: 4.4 - 14.1),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
156,8007974400,"Census Tract 9744, Archuleta County, Colorado",Archuleta,1918,9,9.1,95% C.I.: 7.9 - 11.2,Lowest Quintile,County/Regional Estimate 9.2% (95% C.I.: 4.4 - 14.1),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
157,8007974300,"Census Tract 9743, Archuleta County, Colorado",Archuleta,2697,9,10.1,95% C.I.: 8.6 - 12.7,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 4.4 - 14.1),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
158,8093000500,"Census Tract 5, Park County, Colorado",Park,2260,17,8.9,95% C.I.: 7.7 - 10.9,Second Quintile,County/Regional Estimate 8.2% (95% C.I.: 4 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
159,8093000400,"Census Tract 4, Park County, Colorado",Park,1499,17,8.4,95% C.I.: 7.2 - 10.5,Second Quintile,County/Regional Estimate 8.2% (95% C.I.: 4 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
160,8093000100,"Census Tract 1, Park County, Colorado",Park,5239,17,7.5,95% C.I.: 6.5 - 9.4,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 4 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
161,8093000300,"Census Tract 3, Park County, Colorado",Park,2166,17,6.6,95% C.I.: 5.8 - 8.1,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 4 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
162,8093000200,"Census Tract 2, Park County, Colorado",Park,2925,17,7.6,95% C.I.: 6.6 - 9.2,Lowest Quintile,County/Regional Estimate 8.2% (95% C.I.: 4 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
163,8001009606,"Census Tract 96.06, Adams County, Colorado",Adams,2143,14,17,95% C.I.: 16.5 - 17.6,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
164,8001009320,"Census Tract 93.20, Adams County, Colorado",Adams,1975,14,16.8,95% C.I.: 16.3 - 17.4,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
165,8001009409,"Census Tract 94.09, Adams County, Colorado",Adams,4268,14,15.6,95% C.I.: 15.2 - 16.1,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
166,8001009322,"Census Tract 93.22, Adams County, Colorado",Adams,3238,14,15.4,95% C.I.: 14.9 - 15.9,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
167,8001009607,"Census Tract 96.07, Adams County, Colorado",Adams,3825,14,16.9,95% C.I.: 16.4 - 17.5,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
168,8001009304,"Census Tract 93.04, Adams County, Colorado",Adams,4412,14,18,95% C.I.: 17.4 - 18.6,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
169,8001060200,"Census Tract 602, Adams County, Colorado",Adams,3042,14,13.3,95% C.I.: 12.9 - 13.7,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
170,8001009325,"Census Tract 93.25, Adams County, Colorado",Adams,4345,14,15.6,95% C.I.: 15.1 - 16.1,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
171,8069001601,"Census Tract 16.01, Larimer County, Colorado",Larimer,1284,2,10.4,95% C.I.: 9.9 - 10.9,Middle Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
172,8069001301,"Census Tract 13.01, Larimer County, Colorado",Larimer,2984,2,10.8,95% C.I.: 10.4 - 11.2,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
173,8069001114,"Census Tract 11.14, Larimer County, Colorado",Larimer,1888,2,10.9,95% C.I.: 10.5 - 11.4,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
174,8069001113,"Census Tract 11.13, Larimer County, Colorado",Larimer,2700,2,11.5,95% C.I.: 11 - 12.1,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
175,8069001107,"Census Tract 11.07, Larimer County, Colorado",Larimer,4337,2,10.8,95% C.I.: 10.3 - 11.3,Fourth Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
176,8069001104,"Census Tract 11.04, Larimer County, Colorado",Larimer,5360,2,8.6,95% C.I.: 8.3 - 9.1,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
177,8069001112,"Census Tract 11.12, Larimer County, Colorado",Larimer,3427,2,10.5,95% C.I.: 10.1 - 11,Middle Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
178,8069001010,"Census Tract 10.10, Larimer County, Colorado",Larimer,2121,2,12.1,95% C.I.: 11.7 - 12.6,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
179,8069001007,"Census Tract 10.07, Larimer County, Colorado",Larimer,3092,2,10,95% C.I.: 9.5 - 10.5,Second Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
180,8069000300,"Census Tract 3, Larimer County, Colorado",Larimer,2430,2,9.8,95% C.I.: 9.4 - 10.2,Lowest Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
181,8069002700,"Census Tract 27, Larimer County, Colorado",Larimer,4775,2,9.8,95% C.I.: 9.5 - 10.2,Second Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
182,8069002600,"Census Tract 26, Larimer County, Colorado",Larimer,5829,2,9.8,95% C.I.: 9.5 - 10.2,Second Quintile,County/Regional Estimate 11% (95% C.I.: 9.6 - 12.4),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
183,8001015000,"Census Tract 150, Adams County, Colorado",Adams,2074,14,17.1,95% C.I.: 16.6 - 17.7,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
184,8001008538,"Census Tract 85.38, Adams County, Colorado",Adams,4482,14,14.8,95% C.I.: 14.4 - 15.3,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
185,8001009326,"Census Tract 93.26, Adams County, Colorado",Adams,2181,14,16.4,95% C.I.: 16 - 16.9,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
186,8001009206,"Census Tract 92.06, Adams County, Colorado",Adams,1589,14,16.1,95% C.I.: 15.6 - 16.6,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
187,8001008546,"Census Tract 85.46, Adams County, Colorado",Adams,2464,14,14.6,95% C.I.: 14.2 - 15.1,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
188,8001008526,"Census Tract 85.26, Adams County, Colorado",Adams,4887,14,14.9,95% C.I.: 14.5 - 15.4,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
189,8001008901,"Census Tract 89.01, Adams County, Colorado",Adams,1757,14,15.9,95% C.I.: 15.3 - 16.5,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 15 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
