OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Fluvax_Census_Tract_Estimate,Fluvax_Estimate_Confidence_Interval,Fluvax_Map_Symbol_withinHSR,Fluvax_County_Regional_Estimate,Fluvax_Map_Symbol_State,Fluvax_State_Estimate
713,8101002916,"Census Tract 29.16, Pueblo County, Colorado",Pueblo,2357,7,48.8,95% C.I.: 47.7 - 50,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
714,8101002914,"Census Tract 29.14, Pueblo County, Colorado",Pueblo,2439,7,46.1,95% C.I.: 44.8 - 47.4,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
715,8063962200,"Census Tract 9622, Kit Carson County, Colorado",Kit Carson,1005,5,35.3,95% C.I.: 31.6 - 38.6,Highest Qunitile,County/Regional Estimate 35.2% (95% C.I.: 26.2 - 44.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
716,8063962300,"Census Tract 9623, Kit Carson County, Colorado",Kit Carson,795,5,34.8,95% C.I.: 31.9 - 37.8,Highest Qunitile,County/Regional Estimate 35.2% (95% C.I.: 26.2 - 44.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
717,8063962100,"Census Tract 9621, Kit Carson County, Colorado",Kit Carson,4254,5,38.6,95% C.I.: 33.4 - 42.2,Fourth Quintile,County/Regional Estimate 35.2% (95% C.I.: 26.2 - 44.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
718,8101002912,"Census Tract 29.12, Pueblo County, Colorado",Pueblo,1413,7,46.8,95% C.I.: 45.5 - 48,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
719,8101980100,"Census Tract 9801, Pueblo County, Colorado",Pueblo,0,7,,,"No Estimate, Population < 50",County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),"No Estimate, Population < 50",State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
720,8101002917,"Census Tract 29.17, Pueblo County, Colorado",Pueblo,2326,7,47,95% C.I.: 45.9 - 48,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
721,8101003106,"Census Tract 31.06, Pueblo County, Colorado",Pueblo,1005,7,52.2,95% C.I.: 51 - 53.3,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
722,8101003105,"Census Tract 31.05, Pueblo County, Colorado",Pueblo,2575,7,50.1,95% C.I.: 49 - 51.2,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
723,8101002915,"Census Tract 29.15, Pueblo County, Colorado",Pueblo,1752,7,46.9,95% C.I.: 45.8 - 48,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
724,8101002918,"Census Tract 29.18, Pueblo County, Colorado",Pueblo,4846,7,46.5,95% C.I.: 45.4 - 47.6,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
725,8101002913,"Census Tract 29.13, Pueblo County, Colorado",Pueblo,2696,7,50.1,95% C.I.: 49.1 - 51.1,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
726,8101002911,"Census Tract 29.11, Pueblo County, Colorado",Pueblo,2035,7,48,95% C.I.: 46.9 - 49,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
727,8101000903,"Census Tract 9.03, Pueblo County, Colorado",Pueblo,761,7,38.9,95% C.I.: 37.7 - 40.2,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
728,8101002600,"Census Tract 26, Pueblo County, Colorado",Pueblo,2707,7,51.7,95% C.I.: 50 - 53.2,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
729,8101002801,"Census Tract 28.01, Pueblo County, Colorado",Pueblo,4090,7,50.2,95% C.I.: 48.7 - 51.6,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
730,8101002000,"Census Tract 20, Pueblo County, Colorado",Pueblo,2513,7,47,95% C.I.: 45.5 - 48.6,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
731,8101001800,"Census Tract 18, Pueblo County, Colorado",Pueblo,1794,7,48.5,95% C.I.: 47.2 - 49.7,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
732,8101001900,"Census Tract 19, Pueblo County, Colorado",Pueblo,1157,7,48.3,95% C.I.: 46.9 - 49.7,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
733,8101002400,"Census Tract 24, Pueblo County, Colorado",Pueblo,1348,7,52.5,95% C.I.: 51.1 - 53.9,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
734,8101001400,"Census Tract 14, Pueblo County, Colorado",Pueblo,977,7,48.7,95% C.I.: 47.2 - 50.2,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
735,8101001700,"Census Tract 17, Pueblo County, Colorado",Pueblo,3673,7,53.2,95% C.I.: 51.9 - 54.4,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
736,8101000905,"Census Tract 9.05, Pueblo County, Colorado",Pueblo,1716,7,46.6,95% C.I.: 45.2 - 47.9,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
737,8101003104,"Census Tract 31.04, Pueblo County, Colorado",Pueblo,1746,7,49.9,95% C.I.: 48.8 - 51,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
738,8101002300,"Census Tract 23, Pueblo County, Colorado",Pueblo,2791,7,48.4,95% C.I.: 46.8 - 50,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
739,8101002200,"Census Tract 22, Pueblo County, Colorado",Pueblo,1074,7,51.5,95% C.I.: 49.9 - 52.9,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
740,8101002100,"Census Tract 21, Pueblo County, Colorado",Pueblo,1224,7,46,95% C.I.: 44.3 - 47.7,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
741,8101002802,"Census Tract 28.02, Pueblo County, Colorado",Pueblo,2933,7,52.2,95% C.I.: 50.8 - 53.6,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
742,8101000200,"Census Tract 2, Pueblo County, Colorado",Pueblo,1492,7,46.6,95% C.I.: 45.1 - 48.1,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
743,8101002906,"Census Tract 29.06, Pueblo County, Colorado",Pueblo,3327,7,48.9,95% C.I.: 47.9 - 50,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
744,8101002700,"Census Tract 27, Pueblo County, Colorado",Pueblo,4073,7,49.8,95% C.I.: 48.4 - 51.3,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
745,8101001600,"Census Tract 16, Pueblo County, Colorado",Pueblo,1433,7,51.3,95% C.I.: 50.1 - 52.5,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
746,8101002903,"Census Tract 29.03, Pueblo County, Colorado",Pueblo,5347,7,50.2,95% C.I.: 48.8 - 51.6,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
747,8101000500,"Census Tract 5, Pueblo County, Colorado",Pueblo,1730,7,47.2,95% C.I.: 46 - 48.5,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
748,8101000800,"Census Tract 8, Pueblo County, Colorado",Pueblo,2169,7,44.6,95% C.I.: 43.1 - 46.1,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
749,8101002901,"Census Tract 29.01, Pueblo County, Colorado",Pueblo,2054,7,46.9,95% C.I.: 45.3 - 48.4,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
750,8101002500,"Census Tract 25, Pueblo County, Colorado",Pueblo,2351,7,45.5,95% C.I.: 44.1 - 46.9,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
751,8101003103,"Census Tract 31.03, Pueblo County, Colorado",Pueblo,1452,7,50.2,95% C.I.: 48.8 - 51.5,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
752,8101003001,"Census Tract 30.01, Pueblo County, Colorado",Pueblo,775,7,46.5,95% C.I.: 45.4 - 47.6,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
753,8101001000,"Census Tract 10, Pueblo County, Colorado",Pueblo,3647,7,46.9,95% C.I.: 45.4 - 48.4,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
754,8101000904,"Census Tract 9.04, Pueblo County, Colorado",Pueblo,3045,7,51.7,95% C.I.: 50.4 - 53,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
755,8101003004,"Census Tract 30.04, Pueblo County, Colorado",Pueblo,2417,7,49.3,95% C.I.: 47.9 - 50.7,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
756,8101001100,"Census Tract 11, Pueblo County, Colorado",Pueblo,1795,7,49.2,95% C.I.: 47.6 - 50.8,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
757,8101000902,"Census Tract 9.02, Pueblo County, Colorado",Pueblo,4798,7,46.7,95% C.I.: 45.2 - 48.2,Highest Qunitile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
758,8101003200,"Census Tract 32, Pueblo County, Colorado",Pueblo,2635,7,49.3,95% C.I.: 48.2 - 50.5,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
759,8101000400,"Census Tract 4, Pueblo County, Colorado",Pueblo,2142,7,48.5,95% C.I.: 47.2 - 49.7,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
760,8101002806,"Census Tract 28.06, Pueblo County, Colorado",Pueblo,3238,7,48.6,95% C.I.: 47.5 - 49.6,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
761,8101000300,"Census Tract 3, Pueblo County, Colorado",Pueblo,2060,7,48.2,95% C.I.: 46.5 - 49.9,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
762,8101002804,"Census Tract 28.04, Pueblo County, Colorado",Pueblo,3512,7,52,95% C.I.: 51 - 53,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
763,8101001200,"Census Tract 12, Pueblo County, Colorado",Pueblo,1507,7,49.1,95% C.I.: 47.5 - 50.8,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
764,8101000600,"Census Tract 6, Pueblo County, Colorado",Pueblo,1591,7,48.4,95% C.I.: 46.9 - 49.9,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
765,8101002807,"Census Tract 28.07, Pueblo County, Colorado",Pueblo,3515,7,48.5,95% C.I.: 47.1 - 49.8,Middle Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
766,8101002808,"Census Tract 28.08, Pueblo County, Colorado",Pueblo,2414,7,50.4,95% C.I.: 49.2 - 51.6,Lowest Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
767,8101001500,"Census Tract 15, Pueblo County, Colorado",Pueblo,1798,7,47.9,95% C.I.: 46.5 - 49.3,Fourth Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
768,8101000100,"Census Tract 1, Pueblo County, Colorado",Pueblo,2138,7,49.2,95% C.I.: 47.9 - 50.5,Second Quintile,County/Regional Estimate 48.7% (95% C.I.: 45.2 - 52.3),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
769,8035014006,"Census Tract 140.06, Douglas County, Colorado",Douglas,4486,3,49.7,95% C.I.: 48.8 - 50.5,Second Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
770,8035013910,"Census Tract 139.10, Douglas County, Colorado",Douglas,4516,3,48.3,95% C.I.: 47.6 - 48.9,Fourth Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
771,8035014140,"Census Tract 141.40, Douglas County, Colorado",Douglas,3780,3,49.2,95% C.I.: 48.4 - 49.9,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
772,8035014132,"Census Tract 141.32, Douglas County, Colorado",Douglas,4257,3,48.2,95% C.I.: 47.6 - 48.9,Fourth Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
773,8035014130,"Census Tract 141.30, Douglas County, Colorado",Douglas,5435,3,47.4,95% C.I.: 46.6 - 48.1,Highest Qunitile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
774,8035014124,"Census Tract 141.24, Douglas County, Colorado",Douglas,3849,3,48.2,95% C.I.: 47.5 - 48.8,Fourth Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
775,8035014405,"Census Tract 144.05, Douglas County, Colorado",Douglas,5247,3,47.6,95% C.I.: 46.8 - 48.4,Highest Qunitile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
776,8035014505,"Census Tract 145.05, Douglas County, Colorado",Douglas,3998,3,50.4,95% C.I.: 49.7 - 51.1,Lowest Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
777,8035014603,"Census Tract 146.03, Douglas County, Colorado",Douglas,5031,3,47.8,95% C.I.: 46.9 - 48.7,Fourth Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
778,8035014403,"Census Tract 144.03, Douglas County, Colorado",Douglas,4429,3,51.1,95% C.I.: 50.5 - 51.7,Lowest Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
779,8035014404,"Census Tract 144.04, Douglas County, Colorado",Douglas,2280,3,52.2,95% C.I.: 51.5 - 52.8,Lowest Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
780,8035014128,"Census Tract 141.28, Douglas County, Colorado",Douglas,3692,3,48.8,95% C.I.: 48 - 49.6,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
781,8035014129,"Census Tract 141.29, Douglas County, Colorado",Douglas,2680,3,47.6,95% C.I.: 46.8 - 48.3,Highest Qunitile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
782,8035014134,"Census Tract 141.34, Douglas County, Colorado",Douglas,4320,3,49.2,95% C.I.: 48.4 - 49.9,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
783,8035014136,"Census Tract 141.36, Douglas County, Colorado",Douglas,6051,3,48.8,95% C.I.: 47.9 - 49.6,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
784,8035014138,"Census Tract 141.38, Douglas County, Colorado",Douglas,2844,3,47.8,95% C.I.: 46.9 - 48.6,Fourth Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
785,8035014139,"Census Tract 141.39, Douglas County, Colorado",Douglas,3042,3,51.3,95% C.I.: 50.5 - 52.1,Lowest Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
786,8035014126,"Census Tract 141.26, Douglas County, Colorado",Douglas,1575,3,48.9,95% C.I.: 48 - 49.9,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
787,8035014203,"Census Tract 142.03, Douglas County, Colorado",Douglas,5113,3,49.1,95% C.I.: 48.4 - 49.9,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
788,8035014406,"Census Tract 144.06, Douglas County, Colorado",Douglas,7954,3,48.2,95% C.I.: 47.5 - 49,Fourth Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
789,8035014133,"Census Tract 141.33, Douglas County, Colorado",Douglas,4606,3,47.6,95% C.I.: 46.8 - 48.4,Highest Qunitile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
790,8035014204,"Census Tract 142.04, Douglas County, Colorado",Douglas,2379,3,48,95% C.I.: 47.2 - 48.8,Fourth Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
791,8035014135,"Census Tract 141.35, Douglas County, Colorado",Douglas,2626,3,48.8,95% C.I.: 48.2 - 49.5,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
792,8035014131,"Census Tract 141.31, Douglas County, Colorado",Douglas,3445,3,54.3,95% C.I.: 53.5 - 55.2,Lowest Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
793,8035014137,"Census Tract 141.37, Douglas County, Colorado",Douglas,6147,3,48.4,95% C.I.: 47.6 - 49.3,Fourth Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
794,8035014127,"Census Tract 141.27, Douglas County, Colorado",Douglas,3731,3,50.2,95% C.I.: 49.4 - 51,Second Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
795,8035014125,"Census Tract 141.25, Douglas County, Colorado",Douglas,3026,3,49.2,95% C.I.: 48.5 - 50,Second Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
796,8035014005,"Census Tract 140.05, Douglas County, Colorado",Douglas,3350,3,47.2,95% C.I.: 46.4 - 48,Highest Qunitile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
797,8035014007,"Census Tract 140.07, Douglas County, Colorado",Douglas,2545,3,46.1,95% C.I.: 45.1 - 47.2,Highest Qunitile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
798,8035014011,"Census Tract 140.11, Douglas County, Colorado",Douglas,2047,3,49.1,95% C.I.: 48.2 - 50,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
799,8035014506,"Census Tract 145.06, Douglas County, Colorado",Douglas,3286,3,50.1,95% C.I.: 49.4 - 50.8,Second Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
800,8035014604,"Census Tract 146.04, Douglas County, Colorado",Douglas,2684,3,47.5,95% C.I.: 46.7 - 48.2,Highest Qunitile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
801,8035014013,"Census Tract 140.13, Douglas County, Colorado",Douglas,4223,3,49.1,95% C.I.: 48.5 - 49.8,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
802,8035014012,"Census Tract 140.12, Douglas County, Colorado",Douglas,5439,3,49.1,95% C.I.: 48.3 - 49.9,Middle Quintile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
803,8035014008,"Census Tract 140.08, Douglas County, Colorado",Douglas,5193,3,47,95% C.I.: 46.2 - 47.8,Highest Qunitile,County/Regional Estimate 48.8% (95% C.I.: 45.6 - 51.9),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
