OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,NoCheckUp_Census_Tract_Estimate,NoCheckUp_Estimate_Confidence_Interval,NoCheckUp_Map_Symbol_withinHSR,NoCheckUp_County_Regional_Estimate,NoCheckUp_Map_Symbol_State,NoCheckUp_State_Estimate
62,8097000402,"Census Tract 4.02, Pitkin County, Colorado",Pitkin,2527,12,37.3,95% C.I.: 34 - 40.9,Lowest Quintile,County/Regional Estimate 40.5% (95% C.I.: 30.2 - 50.7),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
63,8097000100,"Census Tract 1, Pitkin County, Colorado",Pitkin,6326,12,40.2,95% C.I.: 37.3 - 43.1,Second Quintile,County/Regional Estimate 40.5% (95% C.I.: 30.2 - 50.7),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
64,8117000402,"Census Tract 4.02, Summit County, Colorado",Summit,5673,12,47,95% C.I.: 45.2 - 48.7,Highest Quintile,County/Regional Estimate 48.5% (95% C.I.: 40.4 - 56.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
65,8117000401,"Census Tract 4.01, Summit County, Colorado",Summit,3393,12,50.8,95% C.I.: 48.9 - 52.6,Highest Quintile,County/Regional Estimate 48.5% (95% C.I.: 40.4 - 56.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
66,8117000100,"Census Tract 1, Summit County, Colorado",Summit,6816,12,44.9,95% C.I.: 43 - 46.8,Fourth Quintile,County/Regional Estimate 48.5% (95% C.I.: 40.4 - 56.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
67,8117000200,"Census Tract 2, Summit County, Colorado",Summit,5528,12,48.9,95% C.I.: 46.8 - 51,Highest Quintile,County/Regional Estimate 48.5% (95% C.I.: 40.4 - 56.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
68,8117000300,"Census Tract 3, Summit County, Colorado",Summit,3511,12,39.7,95% C.I.: 37.9 - 41.4,Second Quintile,County/Regional Estimate 48.5% (95% C.I.: 40.4 - 56.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
69,8067971100,"Census Tract 9711, La Plata County, Colorado",La Plata,3784,9,45.2,95% C.I.: 43.7 - 46.8,Fourth Quintile,County/Regional Estimate 41.6% (95% C.I.: 36.7 - 46.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
70,8067971000,"Census Tract 9710, La Plata County, Colorado",La Plata,2322,9,41.1,95% C.I.: 39.7 - 42.6,Middle Quintile,County/Regional Estimate 41.6% (95% C.I.: 36.7 - 46.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
71,8067970900,"Census Tract 9709, La Plata County, Colorado",La Plata,3409,9,41.1,95% C.I.: 39.7 - 42.6,Middle Quintile,County/Regional Estimate 41.6% (95% C.I.: 36.7 - 46.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
72,8067970800,"Census Tract 9708, La Plata County, Colorado",La Plata,6155,9,47.1,95% C.I.: 45.6 - 48.6,Highest Quintile,County/Regional Estimate 41.6% (95% C.I.: 36.7 - 46.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
73,8067940400,"Census Tract 9404, La Plata County, Colorado",La Plata,4511,9,40.9,95% C.I.: 39.5 - 42.4,Middle Quintile,County/Regional Estimate 41.6% (95% C.I.: 36.7 - 46.5),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
74,8067970600,"Census Tract 9706, La Plata County, Colorado",La Plata,7255,9,41.3,95% C.I.: 39.9 - 42.7,Middle Quintile,County/Regional Estimate 41.6% (95% C.I.: 36.7 - 46.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
75,8065961900,"Census Tract 9619, Lake County, Colorado",Lake,1659,13,46.9,95% C.I.: 43 - 50.9,Highest Quintile,County/Regional Estimate 42.5% (95% C.I.: 29.5 - 55.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
76,8065961700,"Census Tract 9617, Lake County, Colorado",Lake,4485,13,33.2,95% C.I.: 29 - 37.7,Middle Quintile,County/Regional Estimate 42.5% (95% C.I.: 29.5 - 55.5),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
77,8029965100,"Census Tract 9651, Delta County, Colorado",Delta,3447,10,44.8,95% C.I.: 42.8 - 46.9,Fourth Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
78,8029965200,"Census Tract 9652, Delta County, Colorado",Delta,3296,10,37.9,95% C.I.: 36.2 - 39.6,Second Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.4),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
79,8029964600,"Census Tract 9646, Delta County, Colorado",Delta,2892,10,42.7,95% C.I.: 41 - 44.5,Middle Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
80,8029965000,"Census Tract 9650, Delta County, Colorado",Delta,3690,10,41.5,95% C.I.: 39.9 - 43.2,Middle Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
81,8029964900,"Census Tract 9649, Delta County, Colorado",Delta,4176,10,42.8,95% C.I.: 40.9 - 44.7,Middle Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
82,8029964800,"Census Tract 9648, Delta County, Colorado",Delta,3359,10,44.1,95% C.I.: 41.8 - 46.4,Fourth Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
83,8029964700,"Census Tract 9647, Delta County, Colorado",Delta,3201,10,37.1,95% C.I.: 35.4 - 38.8,Second Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.4),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
84,8003960300,"Census Tract 9603, Alamosa County, Colorado",Alamosa,3872,8,57.9,95% C.I.: 53.6 - 62,Highest Quintile,County/Regional Estimate 44.6% (95% C.I.: 35.8 - 53.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
85,8003960200,"Census Tract 9602, Alamosa County, Colorado",Alamosa,5184,8,49,95% C.I.: 45.6 - 52.4,Fourth Quintile,County/Regional Estimate 44.6% (95% C.I.: 35.8 - 53.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
86,8113968102,"Census Tract 9681.02, San Miguel County, Colorado",San Miguel,1598,10,49.3,95% C.I.: 43.5 - 54.6,Highest Quintile,County/Regional Estimate 43.5% (95% C.I.: 20.8 - 66.1),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
87,8113968101,"Census Tract 9681.01, San Miguel County, Colorado",San Miguel,1534,10,45.1,95% C.I.: 39.9 - 50.1,Fourth Quintile,County/Regional Estimate 43.5% (95% C.I.: 20.8 - 66.1),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
88,8113968103,"Census Tract 9681.03, San Miguel County, Colorado",San Miguel,1700,10,41.2,95% C.I.: 38 - 44.5,Second Quintile,County/Regional Estimate 43.5% (95% C.I.: 20.8 - 66.1),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
89,8113968200,"Census Tract 9682, San Miguel County, Colorado",San Miguel,1523,10,45.8,95% C.I.: 40.8 - 50.5,Fourth Quintile,County/Regional Estimate 43.5% (95% C.I.: 20.8 - 66.1),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
90,8079973600,"Census Tract 9736, Mineral County, Colorado",Mineral,752,8,26,95% C.I.: 20.8 - 34.4,Lowest Quintile,County/Regional Estimate 40.8% (95% C.I.: 36.1 - 45.6),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
91,8083941100,"Census Tract 9411, Montezuma County, Colorado",Montezuma,968,9,46.5,95% C.I.: 42.4 - 51.1,Fourth Quintile,County/Regional Estimate 39% (95% C.I.: 32.5 - 45.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
92,8083969400,"Census Tract 9694, Montezuma County, Colorado",Montezuma,2982,9,38.3,95% C.I.: 35.7 - 41.6,Second Quintile,County/Regional Estimate 39% (95% C.I.: 32.5 - 45.5),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
93,8083969100,"Census Tract 9691, Montezuma County, Colorado",Montezuma,2997,9,38.6,95% C.I.: 36.5 - 41,Second Quintile,County/Regional Estimate 39% (95% C.I.: 32.5 - 45.5),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
94,8083969200,"Census Tract 9692, Montezuma County, Colorado",Montezuma,2306,9,36.7,95% C.I.: 34.8 - 38.7,Lowest Quintile,County/Regional Estimate 39% (95% C.I.: 32.5 - 45.5),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
95,8083969000,"Census Tract 9690, Montezuma County, Colorado",Montezuma,2518,9,38.1,95% C.I.: 36.2 - 40.7,Lowest Quintile,County/Regional Estimate 39% (95% C.I.: 32.5 - 45.5),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
96,8083969600,"Census Tract 9696, Montezuma County, Colorado",Montezuma,4090,9,36.2,95% C.I.: 33.8 - 38.7,Lowest Quintile,County/Regional Estimate 39% (95% C.I.: 32.5 - 45.5),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
97,8083969300,"Census Tract 9693, Montezuma County, Colorado",Montezuma,4111,9,38.8,95% C.I.: 36.5 - 41.2,Second Quintile,County/Regional Estimate 39% (95% C.I.: 32.5 - 45.5),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
98,8003960000,"Census Tract 9600, Alamosa County, Colorado",Alamosa,1260,8,44.3,95% C.I.: 41 - 47.7,Fourth Quintile,County/Regional Estimate 44.6% (95% C.I.: 35.8 - 53.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
99,8003960100,"Census Tract 9601, Alamosa County, Colorado",Alamosa,2053,8,41.6,95% C.I.: 38.3 - 45.2,Second Quintile,County/Regional Estimate 44.6% (95% C.I.: 35.8 - 53.5),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
100,8091967600,"Census Tract 9676, Ouray County, Colorado",Ouray,3968,10,29.5,95% C.I.: 25.8 - 33.4,Lowest Quintile,County/Regional Estimate 32.3% (95% C.I.: 18.3 - 46.2),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
101,8033000100,"Census Tract 1, Dolores County, Colorado",Dolores,1375,9,28.8,95% C.I.: 25.8 - 32.7,Lowest Quintile,County/Regional Estimate 30% (95% C.I.: 14.8 - 45.2),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
102,8109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,2793,8,47.5,95% C.I.: 43.8 - 51.6,Fourth Quintile,County/Regional Estimate 42.5% (95% C.I.: 31 - 54),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
103,8109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,2142,8,40.2,95% C.I.: 35.2 - 46.9,Second Quintile,County/Regional Estimate 42.5% (95% C.I.: 31 - 54),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
104,8105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,3644,8,27.1,95% C.I.: 23.6 - 32.6,Lowest Quintile,County/Regional Estimate 33.4% (95% C.I.: 24.1 - 42.7),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
105,8105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,3615,8,34.3,95% C.I.: 31.4 - 38.3,Second Quintile,County/Regional Estimate 33.4% (95% C.I.: 24.1 - 42.7),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
106,8105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,1460,8,29.8,95% C.I.: 25.9 - 35.7,Lowest Quintile,County/Regional Estimate 33.4% (95% C.I.: 24.1 - 42.7),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
107,8077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,4504,19,41,95% C.I.: 40.1 - 42,Fourth Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
108,8077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,4425,19,39.6,95% C.I.: 38.6 - 40.5,Fourth Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
109,8077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,3854,19,30.3,95% C.I.: 29.4 - 31.2,Lowest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
110,8077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,3958,19,42.1,95% C.I.: 41 - 43.2,Highest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
111,8077000500,"Census Tract 5, Mesa County, Colorado",Mesa,3136,19,45.7,95% C.I.: 44.6 - 46.9,Highest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
112,8077000400,"Census Tract 4, Mesa County, Colorado",Mesa,3026,19,40.3,95% C.I.: 39.3 - 41.4,Fourth Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
113,8077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,3871,19,35.4,95% C.I.: 34.4 - 36.3,Second Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
114,8077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,3520,19,34.7,95% C.I.: 33.9 - 35.7,Lowest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
115,8077000300,"Census Tract 3, Mesa County, Colorado",Mesa,1220,19,42.5,95% C.I.: 41.4 - 43.7,Highest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
116,8077000200,"Census Tract 2, Mesa County, Colorado",Mesa,1609,19,43.2,95% C.I.: 42.2 - 44.4,Highest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
117,8077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,4122,19,35.3,95% C.I.: 34.5 - 36.1,Second Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
118,8077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,9796,19,39.1,95% C.I.: 38.1 - 40.1,Middle Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
119,8077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,2810,19,36.1,95% C.I.: 35.2 - 37,Second Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
120,8077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,6615,19,41.1,95% C.I.: 40.1 - 42.2,Highest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
121,8077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,5416,19,36.5,95% C.I.: 35.5 - 37.5,Second Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
122,8077000900,"Census Tract 9, Mesa County, Colorado",Mesa,2199,19,39.6,95% C.I.: 38.6 - 40.9,Fourth Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
123,8077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,6131,19,39.1,95% C.I.: 38.1 - 40,Middle Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
124,8077000800,"Census Tract 8, Mesa County, Colorado",Mesa,6369,19,39.8,95% C.I.: 38.8 - 40.9,Fourth Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
125,8077000700,"Census Tract 7, Mesa County, Colorado",Mesa,3166,19,42.9,95% C.I.: 41.7 - 44.1,Highest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
126,8077001900,"Census Tract 19, Mesa County, Colorado",Mesa,4210,19,34.8,95% C.I.: 34 - 35.5,Lowest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
127,8077000601,"Census Tract 6.01, Mesa County, Colorado",Mesa,3254,19,37.9,95% C.I.: 37 - 38.9,Middle Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
128,8077001402,"Census Tract 14.02, Mesa County, Colorado",Mesa,4733,19,33.3,95% C.I.: 32.5 - 34.1,Lowest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
129,8077001600,"Census Tract 16, Mesa County, Colorado",Mesa,2891,19,34.5,95% C.I.: 33.8 - 35.4,Lowest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
130,8077001502,"Census Tract 15.02, Mesa County, Colorado",Mesa,5761,19,37.5,95% C.I.: 36.7 - 38.4,Middle Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
131,8077001703,"Census Tract 17.03, Mesa County, Colorado",Mesa,3357,19,37.4,95% C.I.: 36.4 - 38.4,Middle Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
132,8077001800,"Census Tract 18, Mesa County, Colorado",Mesa,2349,19,36.1,95% C.I.: 35.3 - 37,Second Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
133,8077001702,"Census Tract 17.02, Mesa County, Colorado",Mesa,3694,19,35.8,95% C.I.: 35 - 36.8,Second Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
134,8077001705,"Census Tract 17.05, Mesa County, Colorado",Mesa,4021,19,40.1,95% C.I.: 39.1 - 41.1,Fourth Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
135,8077001200,"Census Tract 12, Mesa County, Colorado",Mesa,1870,19,33.6,95% C.I.: 32.8 - 34.5,Lowest Quintile,County/Regional Estimate 37.6% (95% C.I.: 34.6 - 40.6),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
136,8019014900,"Census Tract 149, Clear Creek County, Colorado",Clear Creek,2165,17,23.8,95% C.I.: 20.6 - 28.4,Lowest Quintile,County/Regional Estimate 29.9% (95% C.I.: 18.7 - 41),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
137,8053973100,"Census Tract 9731, Hinsdale County, Colorado",Hinsdale,672,10,47,95% C.I.: 41.2 - 53.2,Highest Quintile,County/Regional Estimate 40% (95% C.I.: 36.4 - 43.7),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
138,8015000401,"Census Tract 4.01, Chaffee County, Colorado",Chaffee,4094,13,39,95% C.I.: 37 - 41.3,Highest Quintile,County/Regional Estimate 39.9% (95% C.I.: 32.8 - 47),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
139,8015000402,"Census Tract 4.02, Chaffee County, Colorado",Chaffee,3235,13,37.3,95% C.I.: 34.4 - 40.4,Fourth Quintile,County/Regional Estimate 39.9% (95% C.I.: 32.8 - 47),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
140,8015000100,"Census Tract 1, Chaffee County, Colorado",Chaffee,2295,13,38.6,95% C.I.: 35.8 - 41.6,Fourth Quintile,County/Regional Estimate 39.9% (95% C.I.: 32.8 - 47),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
141,8015000200,"Census Tract 2, Chaffee County, Colorado",Chaffee,3612,13,37.9,95% C.I.: 35.9 - 40.3,Fourth Quintile,County/Regional Estimate 39.9% (95% C.I.: 32.8 - 47),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
142,8015000300,"Census Tract 3, Chaffee County, Colorado",Chaffee,2727,13,37.6,95% C.I.: 35.6 - 39.7,Fourth Quintile,County/Regional Estimate 39.9% (95% C.I.: 32.8 - 47),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
143,8111972600,"Census Tract 9726, San Juan County, Colorado",San Juan,475,9,47,95% C.I.: 41.9 - 52.4,Fourth Quintile,County/Regional Estimate 41.2% (95% C.I.: 37.6 - 44.7),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
144,8085966502,"Census Tract 9665.02, Montrose County, Colorado",Montrose,2954,10,36.7,95% C.I.: 34.9 - 38.4,Lowest Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
145,8085966601,"Census Tract 9666.01, Montrose County, Colorado",Montrose,3480,10,40.9,95% C.I.: 38.4 - 43.3,Second Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
146,8085966602,"Census Tract 9666.02, Montrose County, Colorado",Montrose,3764,10,34.2,95% C.I.: 32.7 - 35.6,Lowest Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
147,8085966201,"Census Tract 9662.01, Montrose County, Colorado",Montrose,1926,10,36.6,95% C.I.: 34.9 - 38.2,Lowest Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
148,8085966503,"Census Tract 9665.03, Montrose County, Colorado",Montrose,2628,10,41.4,95% C.I.: 39.4 - 43.3,Middle Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
149,8085966501,"Census Tract 9665.01, Montrose County, Colorado",Montrose,2410,10,33.2,95% C.I.: 31.6 - 34.8,Lowest Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
150,8085966202,"Census Tract 9662.02, Montrose County, Colorado",Montrose,3317,10,46.1,95% C.I.: 43.6 - 48.5,Highest Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
151,8085966100,"Census Tract 9661, Montrose County, Colorado",Montrose,1842,10,36,95% C.I.: 34.5 - 37.5,Lowest Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
152,8085966400,"Census Tract 9664, Montrose County, Colorado",Montrose,4859,10,38.3,95% C.I.: 36.2 - 40.1,Second Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
153,8085966300,"Census Tract 9663, Montrose County, Colorado",Montrose,4586,10,45.5,95% C.I.: 42.9 - 47.9,Fourth Quintile,County/Regional Estimate 36.9% (95% C.I.: 31.2 - 42.6),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
154,8007940400,"Census Tract 9404, Archuleta County, Colorado",Archuleta,1108,9,51.9,95% C.I.: 48.2 - 55.5,Highest Quintile,County/Regional Estimate 51.7% (95% C.I.: 42.7 - 60.7),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
155,8007974200,"Census Tract 9742, Archuleta County, Colorado",Archuleta,4676,9,48.4,95% C.I.: 45.1 - 51.7,Highest Quintile,County/Regional Estimate 51.7% (95% C.I.: 42.7 - 60.7),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
156,8007974400,"Census Tract 9744, Archuleta County, Colorado",Archuleta,1918,9,53.7,95% C.I.: 50.2 - 56.9,Highest Quintile,County/Regional Estimate 51.7% (95% C.I.: 42.7 - 60.7),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
157,8007974300,"Census Tract 9743, Archuleta County, Colorado",Archuleta,2697,9,51.2,95% C.I.: 47.3 - 54.7,Highest Quintile,County/Regional Estimate 51.7% (95% C.I.: 42.7 - 60.7),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
158,8093000500,"Census Tract 5, Park County, Colorado",Park,2260,17,44,95% C.I.: 41.8 - 46.8,Fourth Quintile,County/Regional Estimate 50.9% (95% C.I.: 39.5 - 62.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
159,8093000400,"Census Tract 4, Park County, Colorado",Park,1499,17,43.9,95% C.I.: 41.7 - 46.8,Fourth Quintile,County/Regional Estimate 50.9% (95% C.I.: 39.5 - 62.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
160,8093000100,"Census Tract 1, Park County, Colorado",Park,5239,17,48.8,95% C.I.: 46.3 - 51.3,Highest Quintile,County/Regional Estimate 50.9% (95% C.I.: 39.5 - 62.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
